Id,label
156531472,4
155900034,1
199852887,1
158117908,3
315266300,2
217786448,1
200131200,2
722501400,2
733732800,2
202469081,4
157605513,3
264316800,2
158160392,4
172329459,2
200331205,2
204481600,4
741340600,2
805207900,4
876690600,3
209429650,3
157783414,4
392599400,3
155349192,1
285008832,1
747834300,2
741730400,4
554583800,4
211607250,2
285461010,3
458992000,3
459287500,4
319085800,2
761036600,4
311280800,2
258380793,4
145359603,4
757056600,4
731872700,3
423041200,2
585202100,4
147691118,2
777893700,3
156401946,1
158286719,1
242385499,4
158140740,4
156588710,1
229337800,2
156608586,1
559863300,3
305909600,2
156115672,2
211596621,2
851337000,2
211585421,4
494327800,3
621869500,4
331449112,4
145363890,2
165112003,1
159385770,4
179604981,4
613827400,3
754402700,4
904035500,4
331604716,1
848641499,2
157739059,3
211597170,4
323969600,2
157625994,1
193428900,2
331449179,4
147909649,3
898753000,4
735626100,4
158145327,1
136824987,4
179225700,4
211604589,2
199853904,2
134953152,3
803597100,2
200190183,4
156103818,4
688079400,3
157788279,1
211596369,1
839471099,2
610744900,3
157789793,2
145068534,1
294142869,2
304640300,3
453930200,2
184242100,2
154814649,4
204422348,1
406727000,3
923638300,4
504758200,4
316644708,1
642251000,3
177208268,1
905845200,2
158040917,1
785294400,2
200187655,4
753649800,2
338030200,3
165119584,1
238152520,1
158826451,4
156111972,2
249803400,2
316644692,1
205537805,2
172329324,1
157789382,1
837743900,2
199844011,2
151503500,4
208830500,2
295543000,2
199854511,3
440231900,2
587646700,3
216937205,4
156552593,2
199843483,3
195319504,1
375705000,3
275227200,2
251480800,2
145366743,4
202481442,2
317667420,4
712741000,3
145070880,4
179230329,2
422701399,3
158109487,3
156400934,4
199843097,1
145069892,2
205538042,2
639193000,3
786740600,4
864662600,2
211590780,2
778297200,4
136818501,1
245042299,2
179571688,2
382716600,3
156629488,1
807703600,2
211597259,4
137531815,4
156609771,4
158147278,1
418148800,2
155342943,1
199853509,3
389486200,3
158116473,1
386791600,1
211604727,2
339906300,4
154748271,2
267709300,2
209423372,4
158118544,4
294864407,1
855533500,2
156552740,2
632018800,3
814325599,2
697063000,2
154748787,1
231994000,2
316644847,1
199853762,2
172329772,1
192306169,4
202483091,4
209414497,2
162461800,3
143144310,3
156711095,1
285239584,3
145371196,2
237921311,3
145061880,2
179401765,4
706692400,1
179228678,1
199852590,1
211313000,2
157949241,4
736873200,4
345341700,2
157784011,1
179571513,4
179575033,2
863825900,4
244214645,1
450297099,4
255372600,2
155491683,4
211588665,2
163058424,1
204794897,1
854607100,2
917931100,2
211597435,2
201003829,4
145365674,4
199841869,4
499712200,3
516872099,3
480497500,4
258175169,4
597899100,3
158273934,1
211591277,4
147695155,3
460712700,4
703145100,3
201288499,2
258974300,2
258813776,1
225284800,3
136818019,1
157945715,1
246089900,2
199841852,2
763742500,2
375273300,2
202480007,2
794637500,2
291453900,2
158151174,1
211584250,2
598035300,2
647945500,2
393127600,2
143158753,1
156584047,1
157604162,3
734505200,2
158132054,3
157697562,3
158162043,3
913647900,4
248202175,1
817314099,1
807337899,4
156538571,2
177846127,2
158826219,2
794824700,4
145376884,1
250136856,2
921728300,2
158102588,1
137264723,4
238217243,4
367057700,3
157780678,4
158038684,4
172329741,1
199875406,4
752288800,4
209421187,2
172741500,2
199848111,1
136818131,1
631210700,2
645820600,3
157793917,1
856804500,2
157698091,2
656858200,3
344766100,2
165114863,4
286929100,2
211597810,4
179597797,4
200720811,1
155349710,1
165102587,2
258085400,2
156621796,1
158118114,3
199853187,1
876484000,2
284094000,2
784745900,2
143140691,3
180575200,2
285239806,2
360572100,3
179567679,1
846666100,2
156550306,3
186677267,4
154760057,4
157698327,1
413721400,3
737033500,2
158158231,4
309764500,2
145069243,2
784334400,4
803972199,4
278588477,4
165114787,4
429558500,3
179526542,4
158105596,3
423736300,3
211584035,1
154765266,3
202472578,4
156587883,2
566086900,1
595800400,3
144666536,2
876812400,4
762875900,4
153573853,3
414736800,3
158287678,4
923414200,4
157603136,2
269738900,2
179230635,4
179431788,4
258801105,4
154769283,2
760120800,2
612561900,3
136824331,4
158128166,4
780609000,4
238217337,4
319872900,2
143156892,3
145068499,1
199616190,1
179568404,4
238152466,1
158108993,2
526387600,3
211607367,4
143139696,4
157785088,1
137532277,2
760319800,4
780216100,2
295404728,1
154756036,4
258971655,1
199853496,4
621329900,4
883159400,4
775434700,4
327076800,2
874759400,2
211604276,4
275405200,2
157778446,4
202483775,4
219742793,4
156547951,2
157604018,3
154813726,1
244214554,2
285239732,4
177847040,1
614824300,2
202481318,1
324565900,2
211608871,4
199875454,2
485443600,4
145066074,1
211597406,4
318287200,4
153571813,3
515062999,3
199877293,2
879430799,2
187034300,2
336254400,2
193890200,2
331446533,2
582975400,3
707004400,3
710366600,4
238133513,1
553171800,2
158128731,2
258806803,1
209423379,1
598928400,3
182517900,2
223454368,2
875649100,4
199852830,1
156552790,4
716126100,2
157625356,4
786492900,4
201001940,2
812234300,2
156401767,2
199841726,4
157695559,4
158360567,1
163360600,4
145061870,2
132246524,4
155342526,4
252404250,4
145066787,3
156612002,2
165115035,1
143706839,3
156612316,1
616158600,3
575512100,3
428162100,4
157954763,4
254534900,2
157627718,4
211597827,1
165111290,4
379049100,2
158121741,2
205538656,3
195005500,4
211597218,2
294136709,2
200190235,1
766881100,4
286111700,2
156629205,2
235802100,2
201005546,1
179230221,2
158139218,2
774010900,2
165104057,4
802110700,2
309347300,2
768862600,4
227653550,2
196060737,3
143123697,1
145326249,2
425256600,4
911204900,4
157734406,4
158092284,4
733812200,3
287525300,2
877347800,4
157738495,3
211602718,4
211596461,1
422945399,2
174312500,4
158158527,4
733199100,3
819400600,4
155499548,1
157778630,2
158286829,1
166610400,2
158043279,1
468987800,3
157627567,4
209429615,4
661205800,2
628522500,3
145139336,2
730778800,3
204113000,2
211595446,2
179575765,1
455485999,3
162923000,3
145069656,4
156589176,2
199846347,1
303296048,2
234456800,4
145375406,1
683759000,4
202481742,2
211604399,1
145326379,1
199868473,1
317667319,2
158276792,1
145060196,4
285008778,2
211596948,2
195319509,1
342558900,2
192111600,2
199854682,1
756378000,4
199854621,1
179571532,4
155350448,4
202481804,2
194876232,4
280700700,4
895518399,3
778956300,4
157945441,1
485132900,3
179428632,4
900903800,4
199852865,2
405725900,3
145139587,1
231314999,2
607467200,3
143136082,3
791935200,3
156393000,2
894612000,2
860000400,2
157953616,1
188694800,2
163058547,4
499290400,1
754143100,4
154764153,4
248736800,2
809199800,4
143707006,1
195746554,4
154764155,1
154766672,4
165119133,1
565725100,3
357462000,4
220888078,2
158275373,1
835201900,2
882448700,2
211582432,4
771883800,2
224466000,2
211594943,4
258377085,4
156537599,4
278909960,4
229639699,2
724750600,3
289925500,4
297969200,4
752002100,4
199876275,1
137533193,2
205538603,2
154815412,1
157605366,4
158161213,2
145061578,4
176797200,2
143157037,1
211584072,1
154764803,1
300032800,2
552616000,3
136824695,4
415334999,4
272143000,2
285239822,1
900824700,2
329559700,2
285005549,4
224555100,2
157695179,4
314261300,2
155349039,4
688705500,2
812941000,3
157951016,1
889707600,2
294136707,1
199854771,1
238217340,4
761915600,2
223454374,1
285239804,1
209417850,1
676184600,4
211579279,2
154771065,1
245593300,2
136824739,4
153533659,4
199855668,2
145060771,4
179400870,4
157697077,2
331446879,2
156393416,1
894527300,4
272510300,2
430208899,3
156392810,1
749524100,2
172328538,1
347118800,2
307385600,2
157627509,1
227110399,2
158157090,3
365283800,2
202480911,1
360459600,3
453259000,3
570464400,4
199845222,1
580429200,2
860438500,2
764984800,4
285239773,4
201005840,2
227643492,4
223454059,1
300416800,2
148243398,2
204029399,2
158287659,1
813571999,4
787030000,2
895978000,4
145068053,4
258975721,1
532835000,3
316576073,2
458134700,4
157698195,2
179229733,1
238152601,4
200902499,4
157602467,1
254440600,2
278909947,4
156401938,1
378287700,3
211588373,2
211581910,4
156584052,2
378619200,4
566656300,3
172328095,1
179597091,4
182794100,2
143706014,1
258801421,4
417299099,4
518793800,3
296155700,2
184817900,2
157939354,4
157792786,1
209423440,2
186570501,4
168486105,1
145070411,4
780054800,4
165111454,1
179527869,1
205538359,2
891510100,2
880760899,4
154749610,4
158138982,4
223782699,2
165103830,4
145383664,4
869528800,4
156589002,4
158042800,1
724288500,2
157951075,4
676830100,2
827042700,4
179228065,3
157696864,3
215471600,4
339619600,2
179568135,4
209429620,3
195747476,2
156629201,1
726858500,2
154764736,2
157626408,2
179604730,2
215992100,2
295781300,2
616881700,4
307749300,2
165105680,4
468633200,4
751487800,2
211596716,1
158138930,3
504301300,3
199768800,2
154748888,4
199616196,4
580801600,3
211609188,1
163058461,2
175877731,4
202179500,2
793107900,2
643063100,3
158105602,4
590061400,4
262138900,2
813961700,2
154815180,1
558463300,3
290995500,2
157695706,1
158359353,1
238152500,2
199852265,2
145139441,3
860620200,4
157625785,4
470750500,4
295619707,3
471847500,4
179572460,1
156609481,1
752553900,2
420364100,2
289246418,4
199854885,4
155349901,2
333268900,2
165112644,1
145070029,1
147692040,1
234978700,4
248202149,1
278908150,1
202482588,4
915424000,2
179428550,2
288926200,2
157792791,1
316644681,1
143706054,2
155349884,1
225467358,2
851085800,4
145357611,4
158092991,4
157695174,4
182041136,4
179597509,1
154757282,4
327248700,2
199855168,1
596527400,1
206854900,2
165108122,3
420728900,3
258376348,2
497154400,3
772952300,2
345237100,4
584037300,3
145069774,4
172329796,1
256841200,4
331446631,4
294136039,2
170158165,4
156588635,1
157617403,2
760405100,4
442892400,3
685842900,3
360248800,3
157938681,1
156713839,1
156114960,1
790951800,3
295047900,2
211588150,1
148250395,3
198007700,2
146731700,2
907777400,2
209617864,1
258965320,1
172327557,1
273126400,2
199851450,4
156547813,1
172936200,2
835361400,4
157777522,1
869029600,2
849043400,4
601848200,4
165119639,2
157627161,1
683019000,2
209617833,3
358506300,4
155499363,2
147885890,4
179527233,1
201089400,2
316644837,1
158141632,2
636427800,4
143706237,4
607270700,2
156589407,4
626811600,3
199851982,1
777250100,4
145371175,3
835798300,4
257182200,2
158138338,4
143116399,1
190756100,2
157704169,4
227643439,4
258973360,4
211593556,1
887346800,2
158093286,1
692875800,4
211596678,1
476787500,3
145064144,4
158105526,1
207779200,2
158146071,2
872287100,3
305805600,2
258813633,1
211596631,1
317937000,2
244440500,2
258800369,2
199616064,2
179597203,1
591616700,2
156115630,4
321131200,4
165107024,1
316644431,3
258813424,2
204691659,4
147695911,3
156553213,4
272647100,2
156395742,4
299748500,2
330511200,2
136824853,4
661524900,4
202478113,4
158153906,1
165119120,1
158157823,4
157775002,4
871957200,2
165116537,2
217698100,4
892636400,4
209614898,3
169726200,1
261652500,2
359659800,4
156551494,4
412188200,3
830420400,4
175559400,2
294136432,1
158826377,2
794519900,4
143155339,2
843322600,2
157794179,4
165112257,4
157950271,4
275494900,2
157951141,1
248630300,4
154763774,1
323102000,2
702599000,3
157694922,3
774183500,2
364248000,3
157954772,1
179527485,4
145357983,4
179571238,4
165113007,4
255880800,4
674890900,2
789467500,4
211603694,4
334337900,4
895368500,4
179227467,2
175475334,4
400491100,4
156589222,1
156113871,2
776010700,4
539854500,3
555241100,3
563620900,2
227643594,4
202481749,1
145373401,1
156116142,4
157789650,4
435934699,2
157954363,1
304266000,2
158826204,1
157952632,4
911844100,4
213153399,2
278820500,2
200331168,4
157949677,4
158040610,3
133934202,4
186567507,1
238152518,2
388729500,2
557967000,3
534765400,3
160506200,2
158142331,2
216079400,2
710488700,2
179605466,1
155348460,4
459579700,4
285239681,2
440353800,4
824463500,2
179437346,2
158133927,3
209614920,4
145364928,4
162837705,4
861787000,2
199852548,2
158105078,2
202483216,1
158145810,1
341590800,2
211597114,4
179527513,1
212280900,2
172329253,3
145069545,1
427363800,3
824382000,4
295927207,3
179603686,1
145068318,4
179595343,2
186680220,4
278585889,4
476906700,4
165110316,1
156552767,1
649842900,2
888528100,4
156587906,2
448258500,3
156589605,1
326818400,2
557125200,2
653378900,3
274030700,4
158103626,4
298439000,2
134954462,4
550959100,3
169461500,2
155491650,1
153565561,2
201178899,2
158098731,2
917532699,4
156399175,1
728585900,3
703019600,3
147691064,3
467083699,4
626310000,3
291883100,2
197631300,2
154748794,1
147689998,4
453162600,3
156584306,1
432983700,2
186678798,4
260156000,2
663072200,4
202478383,1
199850975,3
157627562,4
171699200,2
443732599,3
681807300,3
217786291,4
199616180,1
209388400,2
206129200,2
158139411,4
329371400,2
219743532,1
479778800,3
157793468,4
282490400,2
562505500,3
245219500,2
215890300,2
620758200,3
506451900,3
337269400,2
392735400,4
848244399,4
392392500,3
157791679,1
220036236,1
154807842,1
147884063,3
199616059,1
155349025,1
158754400,2
300816600,2
172329470,1
179605578,2
156538376,4
179568291,2
478842799,3
366778300,4
149459702,4
143707058,2
145378552,1
156551485,2
157775626,4
332683900,4
466709900,2
403585300,2
591267600,3
696757000,3
179597512,1
156589982,1
165100125,4
211608350,4
202469164,1
158141045,2
815595899,2
158137308,2
165119698,4
316586974,4
331446421,2
731670400,3
145324560,2
893346500,4
258974557,2
676259100,2
255179400,2
751735200,4
157937898,2
165101024,1
179230306,1
158145896,3
157954840,2
157605095,1
707739700,2
800277099,2
158143876,4
157627864,2
908581900,4
145068955,1
165112875,2
350194600,4
158158270,1
916639200,4
165112601,4
769861700,2
155499458,1
901358900,4
903228300,2
673205100,3
158145301,1
741556900,2
851984200,2
153645000,1
294143167,2
583914600,3
202482509,2
158101997,4
158110918,1
276092500,4
165115081,2
225026000,2
154754300,4
899791200,2
331446849,1
133936398,4
684300600,3
285007504,4
133938170,2
165103424,4
153553005,4
227643094,1
147361500,2
570736300,3
209614931,3
578921500,4
156536523,2
199844117,2
856630799,4
884291500,2
714117500,3
137533236,1
268584400,2
153556600,4
227643479,4
356435100,3
189794100,2
158152980,2
201005731,1
156552244,2
205538271,2
343279100,2
158139697,1
211588209,4
158133603,1
861024200,2
157942217,4
179230906,1
165119740,2
436756600,2
529547100,3
363058700,3
539008500,2
157791655,2
156628460,1
145379345,4
184515200,2
158143213,1
157604744,2
211605010,4
250780000,2
258974933,1
229070800,2
628183200,3
145328091,1
339794000,2
861706399,4
173643300,2
157790114,4
695806400,3
158152760,2
846327600,2
340967000,2
375450300,3
205538242,2
157775337,1
532965300,4
145086959,4
155348736,2
199854086,3
898293900,3
179427309,4
211579326,4
194757202,4
145372399,2
493664500,3
160927854,1
331449222,4
872944200,4
220989200,2
285007300,1
542130700,2
156392671,4
152812200,4
199852755,2
160922201,4
820407299,4
732392400,3
881546000,2
610583700,3
773533700,4
158116745,4
579517700,4
199854813,1
179594050,4
158039614,4
157625889,1
173425589,3
201004770,1
285008704,4
285008134,4
909251700,4
810035399,4
147949300,3
751406000,2
471483400,4
535905499,4
157793143,4
295404190,4
158139006,1
609840800,3
242024701,1
145330330,4
661074600,3
737250300,4
143152393,1
199848724,4
805878399,2
145379498,4
145136206,1
263265500,4
394792500,4
677159300,2
179594486,1
179571825,4
156552909,4
211588324,2
285469981,2
245437003,4
211602203,4
147901702,1
157703122,4
179225861,4
242385699,1
151889681,3
536038400,4
872517200,2
147910023,3
155499085,4
145066453,3
417732600,3
287047000,2
416883499,3
238152590,2
172329521,1
199845146,2
331446364,2
199854048,2
205538308,2
158359348,2
245437001,4
553681700,2
574637700,3
854379400,4
157786864,1
214448000,2
145363324,4
211597793,4
179230318,4
211581422,4
285516554,1
319009800,2
192005200,2
182040947,1
767316900,2
202472690,1
194757320,4
181634400,2
839804500,4
165105097,1
145067824,1
211585840,2
314098400,2
865112000,4
287650400,2
484604000,3
179527154,4
156114443,1
179229249,2
690548800,2
156393671,1
179570771,2
460810099,3
179605337,4
158103755,4
431401200,4
245450841,4
212955900,2
382039300,3
136824647,2
443975400,4
877592600,4
740428200,4
202473314,1
158106140,2
137264270,1
614902900,3
294072167,4
576095300,3
201996800,2
618861400,2
543269900,2
199844048,2
163181000,2
211585803,1
200720827,1
165119060,1
707213000,4
639095700,3
158545000,2
451227500,4
373728900,4
770310500,4
155972100,2
258517699,2
155345253,3
743922800,4
168485945,2
333436100,2
154808054,1
147881291,1
179575602,2
285008054,2
177561000,2
145070480,4
158140951,2
504502600,1
157783328,4
155348695,1
163693424,1
700309000,3
317858056,2
582199200,3
156550176,2
844791100,4
211603313,2
143162706,4
211606208,3
145371538,3
145086926,2
199854986,4
210095400,2
167064800,4
156103427,4
560203700,3
545949900,2
165107605,4
255091300,4
217386700,2
579917700,3
157601423,4
644044600,3
145070711,3
306704300,2
728735900,2
796251700,2
156628521,1
756551900,1
163058346,1
157697535,3
157788334,4
154767079,4
200189201,2
211581042,4
225467614,4
193814500,2
217779500,2
197849100,2
147172783,3
157739088,3
364061900,2
163058454,1
156587840,1
179575754,4
158106833,4
802887900,2
157781259,4
595587300,4
689683100,3
264570100,2
438525400,4
285008820,2
652726900,4
636012200,4
179604798,2
157603348,2
691086400,4
211597733,4
921112600,2
303295922,2
211596226,2
684870800,3
145067194,3
202480628,2
202073963,4
158098107,4
376265400,1
309433800,2
500147099,3
667330200,3
158284801,1
285239734,1
199878018,1
157738901,3
179528445,4
143140377,3
165114901,2
143153433,4
156114376,1
158275704,1
457176300,3
456376900,3
154767537,4
280528600,2
157793342,4
238152621,4
491957400,3
906431600,2
157953990,4
574061500,3
331446889,4
772133200,4
763888300,2
162585963,4
787829500,4
149433459,4
157956543,2
155499104,4
892301400,2
330617000,2
154814655,2
136824291,1
165279300,2
462527400,3
718109100,3
266293600,4
159745800,4
165111208,1
199616047,4
156110642,1
285239574,4
190581400,2
143144030,2
317670424,4
696435600,4
179230761,4
199373900,2
157622912,2
155882677,1
158143714,3
164604200,2
156587751,1
165105405,4
199876605,1
653526200,2
197520014,2
645736200,3
199852356,3
179575723,1
154770941,4
837656100,4
853740400,4
211598041,2
295374200,2
158147243,4
186945400,2
220998440,2
463556300,4
157955226,2
535757999,3
199847704,2
700517300,3
364962600,3
165114871,2
569061300,4
199846604,4
328298800,2
218099351,2
157942199,1
797306700,4
172327941,3
170157987,4
652522100,2
156611362,2
161475900,2
158145797,1
836232300,3
158117851,2
158157169,1
308867500,2
165115254,1
165118605,4
202471867,3
780971500,2
820121900,2
199854133,2
145326000,4
147697165,3
195319495,1
156535253,4
168485789,1
211594947,4
873369800,4
145060182,1
211583525,4
173284800,2
156547957,4
158144878,1
258803111,4
342068700,4
576273700,4
156399430,1
850609900,4
389082500,3
331446817,4
157789286,1
157784161,2
229254400,2
168375300,2
199616228,4
177847012,1
156710098,4
780803400,4
136824749,1
179527520,1
827303300,4
554005500,3
733635800,4
169726217,1
227643139,2
161766100,2
165118607,2
514115100,4
156113361,1
331599595,1
145383209,2
342285500,2
145379379,1
136825265,1
350108400,4
155349932,2
387937500,3
158276672,4
819257300,2
158099072,4
402810500,4
790025000,4
204376100,2
890266600,4
134954453,1
157734180,3
466230500,2
265397100,2
285007670,4
842154400,4
220879705,1
218099292,2
158157603,1
762796900,2
606534900,3
563219500,3
145061069,1
172082600,2
560027300,3
158131639,4
157601555,3
919162900,4
179597841,2
199846458,4
826299800,3
337646270,2
211596742,2
621122600,2
751813700,2
267282000,2
157948065,2
903460400,2
831679900,2
903680800,2
158363594,2
594339900,3
202476013,4
145067664,1
528032700,4
531358900,3
345429700,2
855035200,2
156552109,2
435293599,3
195389000,2
154764594,2
173360200,2
526221200,4
418300000,3
157949892,1
232399900,2
331447023,1
157792201,1
701779000,4
857856300,4
839644599,4
876894899,4
156553006,2
519755200,3
132246347,4
346254100,2
891801300,2
285006394,2
137349517,2
172327804,1
157948262,4
155494627,1
641637000,2
165101498,1
327781100,2
587517300,4
311623300,2
258974671,4
158273985,4
199877215,1
823431500,4
158273801,1
158112551,4
172662800,2
158134987,1
145376903,4
158159080,1
158119052,3
513023299,3
913817500,2
157787468,2
498501399,3
334545900,2
157696524,1
199844251,4
179428309,4
842715699,4
206353099,2
148233880,1
150760600,4
812045099,2
798197800,2
158287890,1
409248100,3
258380997,4
742621600,4
818066400,3
202482926,1
780132300,4
148236994,4
791318100,2
455408500,2
177846864,3
305718700,4
186570043,4
457371800,3
655027500,3
156401592,1
262479100,2
136824372,4
179437507,4
838217399,4
258967466,4
211591214,4
733993800,2
880878800,4
885863100,2
145069685,1
631736700,3
155495676,4
882367900,4
209423597,1
145328287,1
156103197,1
143137204,3
158826136,2
158043580,4
311364400,2
199873656,4
847904800,2
883640900,2
195319523,2
362632500,2
211603019,4
255555700,2
855372200,4
243502699,2
258975397,1
604417600,3
156548155,2
143706858,2
675827000,3
257351800,2
168189000,4
575170900,3
689489300,4
170245600,2
258381414,2
204771600,2
179595790,1
170157456,2
179431365,2
179432360,1
154756749,1
145069782,4
179527515,4
227643183,1
285008823,4
255713400,2
143706276,1
483306700,4
145376740,4
539361900,3
761554100,4
906626999,2
254217100,2
156392919,1
159911985,2
374252400,3
852435300,2
609291400,2
158287863,1
143146858,3
165113297,3
157792607,2
158156885,3
158826443,2
829892600,4
855797900,4
156612394,1
211583710,4
154748538,1
158145432,2
840242300,2
133938305,4
148250409,4
361688700,3
157791246,4
370500500,4
335148800,2
155490292,1
145067727,1
179528060,2
158110797,1
212696900,2
185811700,4
145328488,4
807424500,4
763978000,4
159877734,4
202481176,1
199616038,1
845759999,4
154748664,1
904230699,4
209423422,4
591724800,3
250128157,3
158140654,3
892218800,4
158328500,2
154807594,3
646905300,3
196093200,2
215360800,2
428375900,4
546955200,3
151413100,2
199855497,1
879263600,4
156393141,2
838481700,3
172328492,3
316586930,2
769552300,2
145070647,1
228808899,4
199877259,2
902376800,2
418394400,4
382823100,3
143144193,3
157775744,1
285515088,4
211608766,1
258975440,4
848326300,2
147900712,4
234840800,4
504067300,3
194876228,4
165119686,4
147902638,2
200330986,4
757911500,4
137533208,2
145066162,3
199846526,4
252927899,2
528136799,3
199876525,1
249909800,2
209423619,1
145066480,1
201005647,4
776429700,4
716620000,3
165102389,4
647627500,3
795840100,2
564690700,3
145381526,1
267458100,2
266678900,2
200189443,2
529209500,3
242385652,2
676487200,2
685300000,2
133938525,1
211597856,1
199855264,1
903145900,4
258975133,1
816114800,4
179570276,2
211608021,4
199962057,4
804429200,1
195319511,2
177846795,1
324645900,2
285005428,1
179528244,4
634498600,4
199877947,4
179596148,1
683844000,3
202479793,1
199844869,3
211596011,1
165112898,1
190857800,2
809860800,2
202474900,1
660098200,3
186569889,4
541681900,3
478523799,4
609643100,2
211589410,1
199848743,3
546332000,4
270838100,2
186676900,2
285008838,4
641402900,3
200726000,4
386693600,4
234275500,2
165110673,3
208233600,4
258815080,1
179225322,2
202483018,4
242394060,1
737921200,2
211596537,1
158825908,4
191908000,2
726325100,3
331446256,2
160927437,4
148237201,2
158283130,4
370820300,3
158276847,1
309263000,2
156588555,4
145136996,1
743337800,2
316636026,4
155350841,2
331449022,1
507254800,2
330331000,2
170160367,1
337662053,2
237185800,2
404327800,2
155912220,3
268311500,4
397304300,3
158042983,4
425970800,3
136824968,2
145069586,4
211596050,2
158147670,1
165119520,1
805671400,4
220771042,4
536180300,3
209614857,3
163057995,4
204691613,1
893227800,2
336051900,2
211585426,2
211585159,1
797099700,2
187319100,2
258815022,1
143129629,2
816831400,4
201005304,2
161202000,4
157618344,2
165111249,2
853901400,4
316636238,1
612713900,4
175962200,2
585106500,3
158287947,4
158107428,2
158142600,3
339464800,2
316568269,2
394925300,2
779356500,4
157955893,2
177848672,1
179594142,4
211581454,4
158142393,3
258969018,1
668415700,3
332413500,2
199854862,1
910969500,2
617032100,3
164487900,2
158276031,1
433160399,2
169726259,4
424624900,3
646021700,4
487215600,3
157940524,1
853232900,4
158826251,1
199867853,1
373082600,3
155344552,2
252483800,2
158147464,4
340315900,2
158826294,1
179597722,1
223233800,2
148237407,4
199851596,3
252647400,2
145139531,4
271708400,2
156612001,1
864414300,2
452265800,4
255120219,4
258811277,1
158287804,4
235245099,2
403145500,3
172329432,2
385763500,3
154596886,3
148641200,2
156401575,4
211604233,2
693673900,3
147906912,1
156629815,4
146085800,4
463351700,2
211595056,4
209614913,3
847387000,2
779618600,2
156399405,4
344672500,2
158150334,4
657611500,3
157955154,1
165109626,1
165119459,1
202482729,2
285515091,1
716713600,2
222246400,2
158102627,4
435664300,3
275319500,4
211597859,4
285239845,1
373618600,3
143705834,2
280967400,2
211604594,4
514537600,3
388638900,4
156548401,2
251197400,2
670122800,2
642681400,4
199852635,1
179567618,4
158283222,4
513378300,3
786662300,4
211585481,1
199852653,4
147898187,4
158276227,1
569303100,3
159908063,1
165116606,4
157601630,3
248201947,4
156399883,1
199876328,2
325793800,2
647431500,4
154813107,1
179231110,1
158125263,4
718566100,3
148237333,4
165115265,1
160927320,2
441195900,3
156115251,1
156110029,4
169725803,1
575351900,2
199616126,2
465662899,3
147697655,2
594469500,1
154762462,1
182041100,2
155350064,4
503895000,1
147697931,2
145069836,4
145082893,2
145070621,2
892718500,2
258975054,4
146199700,3
284382300,3
157790742,4
600587400,3
619171900,4
197746200,2
312573000,2
179593939,1
